"","source_id","treatment","y"
"1","1",0,0
"2","1",1,0
"3","1",0,0
"4","1",0,1
"5","1",0,0
"6","1",1,0
"7","1",1,0
"8","1",1,0
"9","1",0,1
"10","1",0,0
"11","1",0,1
"12","1",1,1
"13","1",0,0
"14","1",1,0
"15","1",1,0
"16","1",0,1
"17","1",1,0
"18","1",1,0
"19","1",1,0
"20","1",1,0
"21","1",1,0
"22","1",0,0
"23","1",0,0
"24","1",1,0
"25","1",0,1
"26","1",1,0
"27","1",1,0
"28","1",1,0
"29","1",1,0
"30","1",0,0
"31","1",1,0
"32","1",0,0
"33","1",0,1
"34","1",0,1
"35","1",0,0
"36","1",1,0
"37","1",0,0
"38","1",1,0
"39","1",1,0
"40","1",1,0
"41","1",1,0
"42","1",0,1
"43","1",0,0
"44","1",1,0
"45","1",0,0
"46","1",1,0
"47","1",0,0
"48","1",0,0
"49","1",1,0
"50","1",0,0
"51","1",0,0
"52","1",0,0
"53","1",0,0
"54","1",0,0
"55","1",0,0
"56","1",0,0
"57","1",0,0
"58","1",0,0
"59","1",0,0
"60","1",0,0
"61","1",0,0
"62","1",0,0
"63","1",0,0
"64","1",0,0
"65","1",0,1
"66","1",0,0
"67","1",0,1
"68","1",0,0
"69","1",0,0
"70","1",0,1
"71","1",0,0
"72","1",0,0
"73","1",0,1
"74","1",0,0
"75","1",0,1
"76","1",0,0
"77","1",0,0
"78","1",0,0
"79","1",0,0
"80","1",0,0
"81","1",0,0
"82","1",0,0
"83","1",0,0
"84","1",0,1
"85","1",0,0
"86","1",0,0
"87","1",0,0
"88","1",0,0
"89","1",0,0
"90","1",0,0
"91","1",0,0
"92","1",0,1
"93","1",0,0
"94","1",0,0
"95","1",0,0
"96","1",0,0
"97","1",0,0
"98","1",0,0
"99","1",1,0
"100","1",1,0
"101","1",1,0
"102","1",1,0
"103","1",1,0
"104","1",1,0
"105","1",1,0
"106","1",1,0
"107","1",1,0
"108","1",1,0
"109","1",1,0
"110","1",1,0
"111","1",1,0
"112","1",1,0
"113","1",1,1
"114","1",1,0
"115","1",1,1
"116","1",1,0
"117","1",1,0
"118","1",1,1
"119","1",1,0
"120","1",1,0
"121","1",1,1
"122","1",1,0
"123","1",1,1
"124","1",1,0
"125","1",1,0
"126","1",1,0
"127","1",1,0
"128","1",1,0
"129","1",1,0
"130","1",1,0
"131","1",1,0
"132","1",1,1
"133","1",1,0
"134","1",1,0
"135","1",1,0
"136","1",1,0
"137","1",1,0
"138","1",1,0
"139","1",1,0
"140","1",1,1
"141","1",1,0
"142","1",1,0
"143","1",1,0
"144","1",1,0
"145","1",1,0
"146","1",1,0
"147","1",1,0
"148","1",1,0
"149","1",1,0
"150","1",1,0
"151","2",0,0
"152","2",1,0
"153","2",0,0
"154","2",0,1
"155","2",0,0
"156","2",1,0
"157","2",1,0
"158","2",1,0
"159","2",0,1
"160","2",0,0
"161","2",0,1
"162","2",1,1
"163","2",0,0
"164","2",1,0
"165","2",1,0
"166","2",0,1
"167","2",1,0
"168","2",1,0
"169","2",1,0
"170","2",1,0
"171","2",1,0
"172","2",0,0
"173","2",0,0
"174","2",1,0
"175","2",0,1
"176","2",1,0
"177","2",1,0
"178","2",1,0
"179","2",1,0
"180","2",0,0
"181","2",1,0
"182","2",0,0
"183","2",0,1
"184","2",0,1
"185","2",0,0
"186","2",1,0
"187","2",0,0
"188","2",1,0
"189","2",1,0
"190","2",1,0
"191","2",1,0
"192","2",0,1
"193","2",0,0
"194","2",1,0
"195","2",0,0
"196","2",1,0
"197","2",0,0
"198","2",0,0
"199","2",1,0
"200","2",0,0
"201","2",0,0
"202","2",0,1
"203","2",0,1
"204","2",0,1
"205","2",0,0
"206","2",0,0
"207","2",0,1
"208","2",0,0
"209","2",0,0
"210","2",0,0
"211","2",0,0
"212","2",0,0
"213","2",0,1
"214","2",0,0
"215","2",0,0
"216","2",0,0
"217","2",0,1
"218","2",0,0
"219","2",0,0
"220","2",0,1
"221","2",0,0
"222","2",0,0
"223","2",0,0
"224","2",0,0
"225","2",0,0
"226","2",0,0
"227","2",0,0
"228","2",0,0
"229","2",0,1
"230","2",0,0
"231","2",0,0
"232","2",0,0
"233","2",0,0
"234","2",0,0
"235","2",0,0
"236","2",0,0
"237","2",0,0
"238","2",0,0
"239","2",0,0
"240","2",0,0
"241","2",0,0
"242","2",0,0
"243","2",0,0
"244","2",0,0
"245","2",0,0
"246","2",0,0
"247","2",0,0
"248","2",0,0
"249","2",0,1
"250","2",0,0
"251","2",0,0
"252","2",0,0
"253","2",0,0
"254","2",1,0
"255","2",1,1
"256","2",1,1
"257","2",1,1
"258","2",1,0
"259","2",1,0
"260","2",1,1
"261","2",1,0
"262","2",1,0
"263","2",1,0
"264","2",1,0
"265","2",1,0
"266","2",1,1
"267","2",1,0
"268","2",1,0
"269","2",1,0
"270","2",1,1
"271","2",1,0
"272","2",1,0
"273","2",1,1
"274","2",1,0
"275","2",1,0
"276","2",1,0
"277","2",1,0
"278","2",1,0
"279","2",1,0
"280","2",1,0
"281","2",1,0
"282","2",1,1
"283","2",1,0
"284","2",1,0
"285","2",1,0
"286","2",1,0
"287","2",1,0
"288","2",1,0
"289","2",1,0
"290","2",1,0
"291","2",1,0
"292","2",1,0
"293","2",1,0
"294","2",1,0
"295","2",1,0
"296","2",1,0
"297","2",1,0
"298","2",1,0
"299","2",1,0
"300","2",1,0
"301","3",0,0
"302","3",1,0
"303","3",0,0
"304","3",0,1
"305","3",0,0
"306","3",1,0
"307","3",1,0
"308","3",1,0
"309","3",0,1
"310","3",0,0
"311","3",0,1
"312","3",1,1
"313","3",0,0
"314","3",1,0
"315","3",1,0
"316","3",0,1
"317","3",1,0
"318","3",1,0
"319","3",1,0
"320","3",1,0
"321","3",1,0
"322","3",0,0
"323","3",0,0
"324","3",1,0
"325","3",0,1
"326","3",1,0
"327","3",1,0
"328","3",1,0
"329","3",1,0
"330","3",0,0
"331","3",1,0
"332","3",0,0
"333","3",0,1
"334","3",0,1
"335","3",0,0
"336","3",1,0
"337","3",0,0
"338","3",1,0
"339","3",1,0
"340","3",1,0
"341","3",1,0
"342","3",0,1
"343","3",0,0
"344","3",1,0
"345","3",0,0
"346","3",1,0
"347","3",0,0
"348","3",0,0
"349","3",1,0
"350","3",0,0
"351","3",0,0
"352","3",0,0
"353","3",0,0
"354","3",0,0
"355","3",0,0
"356","3",0,0
"357","3",0,0
"358","3",0,0
"359","3",0,0
"360","3",0,0
"361","3",0,0
"362","3",0,0
"363","3",0,0
"364","3",0,0
"365","3",0,1
"366","3",0,0
"367","3",0,0
"368","3",0,0
"369","3",0,0
"370","3",0,0
"371","3",0,0
"372","3",0,0
"373","3",0,0
"374","3",0,0
"375","3",0,0
"376","3",0,0
"377","3",0,0
"378","3",0,0
"379","3",0,0
"380","3",0,1
"381","3",0,0
"382","3",0,0
"383","3",0,0
"384","3",0,0
"385","3",0,1
"386","3",0,0
"387","3",0,1
"388","3",0,0
"389","3",0,0
"390","3",0,0
"391","3",0,0
"392","3",0,0
"393","3",0,0
"394","3",0,0
"395","3",0,0
"396","3",0,0
"397","3",1,0
"398","3",1,0
"399","3",1,0
"400","3",1,0
"401","3",1,0
"402","3",1,0
"403","3",1,0
"404","3",1,0
"405","3",1,0
"406","3",1,0
"407","3",1,0
"408","3",1,0
"409","3",1,0
"410","3",1,0
"411","3",1,1
"412","3",1,0
"413","3",1,0
"414","3",1,0
"415","3",1,0
"416","3",1,0
"417","3",1,0
"418","3",1,0
"419","3",1,0
"420","3",1,0
"421","3",1,0
"422","3",1,0
"423","3",1,0
"424","3",1,0
"425","3",1,0
"426","3",1,1
"427","3",1,0
"428","3",1,0
"429","3",1,0
"430","3",1,0
"431","3",1,1
"432","3",1,0
"433","3",1,1
"434","3",1,0
"435","3",1,0
"436","3",1,0
"437","3",1,0
"438","3",1,0
"439","3",1,0
"440","3",1,0
"441","3",1,0
"442","3",1,0
"443","3",1,0
"444","3",1,0
"445","3",1,0
"446","3",1,1
"447","3",1,0
"448","3",1,0
"449","3",1,0
"450","3",1,0
"451","4",0,0
"452","4",1,0
"453","4",0,0
"454","4",0,1
"455","4",0,0
"456","4",1,0
"457","4",1,0
"458","4",1,0
"459","4",0,1
"460","4",0,0
"461","4",0,1
"462","4",1,1
"463","4",0,0
"464","4",1,0
"465","4",1,0
"466","4",0,1
"467","4",1,0
"468","4",1,0
"469","4",1,0
"470","4",1,0
"471","4",1,0
"472","4",0,0
"473","4",0,0
"474","4",1,0
"475","4",0,1
"476","4",1,0
"477","4",1,0
"478","4",1,0
"479","4",1,0
"480","4",0,0
"481","4",1,0
"482","4",0,0
"483","4",0,1
"484","4",0,1
"485","4",0,0
"486","4",1,0
"487","4",0,0
"488","4",1,0
"489","4",1,0
"490","4",1,0
"491","4",1,0
"492","4",0,1
"493","4",0,0
"494","4",1,0
"495","4",0,0
"496","4",1,0
"497","4",0,0
"498","4",0,0
"499","4",1,0
"500","4",0,0
"501","4",0,0
"502","4",0,0
"503","4",0,0
"504","4",0,0
"505","4",0,1
"506","4",0,1
"507","4",0,0
"508","4",0,1
"509","4",0,0
"510","4",0,0
"511","4",0,0
"512","4",0,0
"513","4",0,0
"514","4",0,1
"515","4",0,1
"516","4",0,0
"517","4",0,0
"518","4",0,1
"519","4",0,0
"520","4",0,0
"521","4",0,1
"522","4",0,0
"523","4",0,1
"524","4",0,0
"525","4",0,0
"526","4",0,0
"527","4",0,0
"528","4",0,1
"529","4",0,0
"530","4",0,0
"531","4",0,0
"532","4",0,1
"533","4",0,0
"534","4",0,0
"535","4",0,0
"536","4",0,0
"537","4",0,0
"538","4",0,0
"539","4",0,0
"540","4",0,0
"541","4",0,0
"542","4",0,0
"543","4",1,0
"544","4",1,0
"545","4",1,0
"546","4",1,0
"547","4",1,1
"548","4",1,1
"549","4",1,0
"550","4",1,1
"551","4",1,0
"552","4",1,0
"553","4",1,0
"554","4",1,0
"555","4",1,0
"556","4",1,1
"557","4",1,1
"558","4",1,0
"559","4",1,0
"560","4",1,1
"561","4",1,0
"562","4",1,0
"563","4",1,1
"564","4",1,0
"565","4",1,1
"566","4",1,0
"567","4",1,0
"568","4",1,0
"569","4",1,0
"570","4",1,1
"571","4",1,0
"572","4",1,0
"573","4",1,0
"574","4",1,1
"575","4",1,0
"576","4",1,0
"577","4",1,0
"578","4",1,0
"579","4",1,0
"580","4",1,0
"581","4",1,0
"582","4",1,0
"583","4",1,0
"584","4",1,0
"585","4",1,0
"586","4",1,0
"587","4",1,1
"588","4",1,0
"589","4",1,0
"590","4",1,0
"591","4",1,1
"592","4",1,0
"593","4",1,0
"594","4",1,0
"595","4",1,0
"596","4",1,0
"597","4",1,0
"598","4",1,0
"599","4",1,0
"600","4",1,1
"601","5",0,0
"602","5",1,0
"603","5",0,0
"604","5",0,1
"605","5",0,0
"606","5",1,0
"607","5",1,0
"608","5",1,0
"609","5",0,1
"610","5",0,0
"611","5",0,1
"612","5",1,1
"613","5",0,0
"614","5",1,0
"615","5",1,0
"616","5",0,1
"617","5",1,0
"618","5",1,0
"619","5",1,0
"620","5",1,0
"621","5",1,0
"622","5",0,0
"623","5",0,0
"624","5",1,0
"625","5",0,1
"626","5",1,0
"627","5",1,0
"628","5",1,0
"629","5",1,0
"630","5",0,0
"631","5",1,0
"632","5",0,0
"633","5",0,1
"634","5",0,1
"635","5",0,0
"636","5",1,0
"637","5",0,0
"638","5",1,0
"639","5",1,0
"640","5",1,0
"641","5",1,0
"642","5",0,1
"643","5",0,0
"644","5",1,0
"645","5",0,0
"646","5",1,0
"647","5",0,0
"648","5",0,0
"649","5",1,0
"650","5",0,0
"651","5",0,0
"652","5",0,1
"653","5",0,0
"654","5",0,0
"655","5",0,0
"656","5",0,0
"657","5",0,1
"658","5",0,1
"659","5",0,0
"660","5",0,0
"661","5",0,0
"662","5",0,0
"663","5",0,0
"664","5",0,0
"665","5",0,0
"666","5",0,0
"667","5",0,0
"668","5",0,1
"669","5",0,1
"670","5",0,0
"671","5",0,0
"672","5",0,1
"673","5",0,0
"674","5",0,1
"675","5",0,0
"676","5",0,0
"677","5",0,0
"678","5",0,0
"679","5",0,0
"680","5",0,0
"681","5",0,1
"682","5",0,0
"683","5",0,0
"684","5",0,1
"685","5",0,0
"686","5",0,1
"687","5",0,0
"688","5",0,0
"689","5",0,0
"690","5",0,0
"691","5",0,0
"692","5",0,0
"693","5",0,0
"694","5",0,0
"695","5",0,0
"696","5",1,0
"697","5",1,1
"698","5",1,0
"699","5",1,0
"700","5",1,0
"701","5",1,0
"702","5",1,1
"703","5",1,1
"704","5",1,0
"705","5",1,0
"706","5",1,0
"707","5",1,0
"708","5",1,0
"709","5",1,0
"710","5",1,0
"711","5",1,0
"712","5",1,0
"713","5",1,1
"714","5",1,1
"715","5",1,0
"716","5",1,0
"717","5",1,1
"718","5",1,0
"719","5",1,1
"720","5",1,0
"721","5",1,0
"722","5",1,0
"723","5",1,0
"724","5",1,0
"725","5",1,0
"726","5",1,1
"727","5",1,0
"728","5",1,0
"729","5",1,1
"730","5",1,0
"731","5",1,1
"732","5",1,0
"733","5",1,0
"734","5",1,0
"735","5",1,0
"736","5",1,0
"737","5",1,0
"738","5",1,0
"739","5",1,0
"740","5",1,0
"741","5",1,0
"742","5",1,0
"743","5",1,1
"744","5",1,1
"745","5",1,0
"746","5",1,0
"747","5",1,0
"748","5",1,0
"749","5",1,0
"750","5",1,0
"751","6",0,0
"752","6",1,0
"753","6",0,0
"754","6",0,1
"755","6",0,0
"756","6",1,0
"757","6",1,0
"758","6",1,0
"759","6",0,1
"760","6",0,0
"761","6",0,1
"762","6",1,1
"763","6",0,0
"764","6",1,0
"765","6",1,0
"766","6",0,1
"767","6",1,0
"768","6",1,0
"769","6",1,0
"770","6",1,0
"771","6",1,0
"772","6",0,0
"773","6",0,0
"774","6",1,0
"775","6",0,1
"776","6",1,0
"777","6",1,0
"778","6",1,0
"779","6",1,0
"780","6",0,0
"781","6",1,0
"782","6",0,0
"783","6",0,1
"784","6",0,1
"785","6",0,0
"786","6",1,0
"787","6",0,0
"788","6",1,0
"789","6",1,0
"790","6",1,0
"791","6",1,0
"792","6",0,1
"793","6",0,0
"794","6",1,0
"795","6",0,0
"796","6",1,0
"797","6",0,0
"798","6",0,0
"799","6",1,0
"800","6",0,0
"801","6",0,1
"802","6",0,0
"803","6",0,0
"804","6",0,0
"805","6",0,0
"806","6",0,0
"807","6",0,1
"808","6",0,0
"809","6",0,0
"810","6",0,0
"811","6",0,0
"812","6",0,0
"813","6",0,0
"814","6",0,0
"815","6",0,0
"816","6",0,0
"817","6",0,0
"818","6",0,0
"819","6",0,0
"820","6",0,0
"821","6",0,0
"822","6",0,1
"823","6",0,0
"824","6",0,0
"825","6",0,0
"826","6",0,0
"827","6",0,0
"828","6",0,0
"829","6",0,0
"830","6",0,0
"831","6",0,1
"832","6",0,0
"833","6",0,0
"834","6",0,1
"835","6",0,0
"836","6",0,0
"837","6",0,0
"838","6",0,0
"839","6",0,0
"840","6",0,0
"841","6",0,0
"842","6",0,0
"843","6",0,0
"844","6",0,0
"845","6",0,0
"846","6",0,1
"847","6",0,1
"848","6",0,0
"849","6",1,1
"850","6",1,0
"851","6",1,0
"852","6",1,0
"853","6",1,0
"854","6",1,0
"855","6",1,1
"856","6",1,0
"857","6",1,0
"858","6",1,0
"859","6",1,0
"860","6",1,0
"861","6",1,0
"862","6",1,0
"863","6",1,0
"864","6",1,0
"865","6",1,0
"866","6",1,0
"867","6",1,0
"868","6",1,0
"869","6",1,0
"870","6",1,1
"871","6",1,0
"872","6",1,0
"873","6",1,0
"874","6",1,0
"875","6",1,0
"876","6",1,0
"877","6",1,0
"878","6",1,0
"879","6",1,1
"880","6",1,0
"881","6",1,0
"882","6",1,1
"883","6",1,0
"884","6",1,0
"885","6",1,0
"886","6",1,0
"887","6",1,0
"888","6",1,0
"889","6",1,0
"890","6",1,0
"891","6",1,0
"892","6",1,0
"893","6",1,0
"894","6",1,1
"895","6",1,1
"896","6",1,0
"897","6",1,0
"898","6",1,0
"899","6",1,0
"900","6",1,1
"901","7",0,0
"902","7",1,0
"903","7",0,0
"904","7",0,1
"905","7",0,0
"906","7",1,0
"907","7",1,0
"908","7",1,0
"909","7",0,1
"910","7",0,0
"911","7",0,1
"912","7",1,1
"913","7",0,0
"914","7",1,0
"915","7",1,0
"916","7",0,1
"917","7",1,0
"918","7",1,0
"919","7",1,0
"920","7",1,0
"921","7",1,0
"922","7",0,0
"923","7",0,0
"924","7",1,0
"925","7",0,1
"926","7",1,0
"927","7",1,0
"928","7",1,0
"929","7",1,0
"930","7",0,0
"931","7",1,0
"932","7",0,0
"933","7",0,1
"934","7",0,1
"935","7",0,0
"936","7",1,0
"937","7",0,0
"938","7",1,0
"939","7",1,0
"940","7",1,0
"941","7",1,0
"942","7",0,1
"943","7",0,0
"944","7",1,0
"945","7",0,0
"946","7",1,0
"947","7",0,0
"948","7",0,0
"949","7",1,0
"950","7",0,0
"951","7",0,1
"952","7",0,0
"953","7",0,0
"954","7",0,1
"955","7",0,0
"956","7",0,0
"957","7",0,0
"958","7",0,1
"959","7",0,0
"960","7",0,0
"961","7",0,0
"962","7",0,0
"963","7",0,0
"964","7",0,0
"965","7",0,0
"966","7",0,1
"967","7",0,0
"968","7",0,0
"969","7",0,0
"970","7",0,1
"971","7",0,0
"972","7",0,0
"973","7",0,0
"974","7",0,0
"975","7",0,0
"976","7",0,0
"977","7",0,0
"978","7",0,0
"979","7",0,0
"980","7",0,0
"981","7",0,1
"982","7",0,0
"983","7",0,0
"984","7",0,0
"985","7",0,0
"986","7",0,0
"987","7",0,0
"988","7",0,0
"989","7",0,0
"990","7",0,0
"991","7",0,0
"992","7",0,0
"993","7",0,0
"994","7",0,0
"995","7",0,0
"996","7",0,0
"997","7",0,0
"998","7",0,0
"999","7",0,0
"1000","7",0,0
"1001","7",1,1
"1002","7",1,0
"1003","7",1,0
"1004","7",1,1
"1005","7",1,0
"1006","7",1,0
"1007","7",1,0
"1008","7",1,1
"1009","7",1,0
"1010","7",1,0
"1011","7",1,0
"1012","7",1,0
"1013","7",1,0
"1014","7",1,0
"1015","7",1,0
"1016","7",1,1
"1017","7",1,0
"1018","7",1,0
"1019","7",1,0
"1020","7",1,1
"1021","7",1,0
"1022","7",1,0
"1023","7",1,0
"1024","7",1,0
"1025","7",1,0
"1026","7",1,0
"1027","7",1,0
"1028","7",1,0
"1029","7",1,0
"1030","7",1,0
"1031","7",1,1
"1032","7",1,0
"1033","7",1,0
"1034","7",1,0
"1035","7",1,0
"1036","7",1,0
"1037","7",1,0
"1038","7",1,0
"1039","7",1,0
"1040","7",1,0
"1041","7",1,0
"1042","7",1,0
"1043","7",1,0
"1044","7",1,0
"1045","7",1,0
"1046","7",1,0
"1047","7",1,0
"1048","7",1,0
"1049","7",1,0
"1050","7",1,0
"1051","8",0,0
"1052","8",1,0
"1053","8",0,0
"1054","8",0,1
"1055","8",0,0
"1056","8",1,0
"1057","8",1,0
"1058","8",1,0
"1059","8",0,1
"1060","8",0,0
"1061","8",0,1
"1062","8",1,1
"1063","8",0,0
"1064","8",1,0
"1065","8",1,0
"1066","8",0,1
"1067","8",1,0
"1068","8",1,0
"1069","8",1,0
"1070","8",1,0
"1071","8",1,0
"1072","8",0,0
"1073","8",0,0
"1074","8",1,0
"1075","8",0,1
"1076","8",1,0
"1077","8",1,0
"1078","8",1,0
"1079","8",1,0
"1080","8",0,0
"1081","8",1,0
"1082","8",0,0
"1083","8",0,1
"1084","8",0,1
"1085","8",0,0
"1086","8",1,0
"1087","8",0,0
"1088","8",1,0
"1089","8",1,0
"1090","8",1,0
"1091","8",1,0
"1092","8",0,1
"1093","8",0,0
"1094","8",1,0
"1095","8",0,0
"1096","8",1,0
"1097","8",0,0
"1098","8",0,0
"1099","8",1,0
"1100","8",0,0
"1101","8",0,1
"1102","8",0,1
"1103","8",0,0
"1104","8",0,0
"1105","8",0,0
"1106","8",0,0
"1107","8",0,0
"1108","8",0,1
"1109","8",0,0
"1110","8",0,1
"1111","8",0,1
"1112","8",0,1
"1113","8",0,0
"1114","8",0,0
"1115","8",0,1
"1116","8",0,0
"1117","8",0,0
"1118","8",0,0
"1119","8",0,0
"1120","8",0,0
"1121","8",0,1
"1122","8",0,0
"1123","8",0,1
"1124","8",0,0
"1125","8",0,0
"1126","8",0,1
"1127","8",0,0
"1128","8",0,1
"1129","8",0,1
"1130","8",0,0
"1131","8",0,0
"1132","8",0,0
"1133","8",0,0
"1134","8",0,0
"1135","8",0,0
"1136","8",0,0
"1137","8",0,1
"1138","8",0,0
"1139","8",0,0
"1140","8",0,0
"1141","8",0,1
"1142","8",0,0
"1143","8",0,0
"1144","8",0,0
"1145","8",0,0
"1146","8",0,0
"1147","8",0,1
"1148","8",0,0
"1149","8",0,0
"1150","8",0,0
"1151","8",0,0
"1152","8",0,0
"1153","8",0,0
"1154","8",0,0
"1155","8",1,1
"1156","8",1,1
"1157","8",1,0
"1158","8",1,0
"1159","8",1,0
"1160","8",1,0
"1161","8",1,0
"1162","8",1,1
"1163","8",1,0
