"source_id","variable","mean","sd","X2.5.","X80.","X95.","benefit"
"1","b_treatment",-0.62804749878812,0.412385882094261,-1.45133544010626,-0.287588939871523,0.0557769169124405,0.93775
"10","b_treatment",-0.647528199614317,0.394792949839981,-1.39301389606825,-0.321367406930364,0.00313237473906211,0.94975
"100","b_treatment",-0.455157140925454,0.358485728006398,-1.15136676738044,-0.15467473068411,0.136896897667108,0.90075
"1000","b_treatment",-0.554366870527314,0.391792464618552,-1.33069299951757,-0.228093701735712,0.0981806848304175,0.92
"101","b_treatment",-0.37567963185678,0.354923364295994,-1.06768990687905,-0.0735966452247554,0.210704259893845,0.8515
"102","b_treatment",-0.621456143623689,0.402317302849252,-1.4170191537422,-0.285629008848577,0.050158783001604,0.936
"103","b_treatment",-0.782266798792868,0.420024386774179,-1.62926563731262,-0.443045706320828,-0.0915816773234151,0.96875
"104","b_treatment",-0.363106501912641,0.35697108611578,-1.05321545751258,-0.0523275970678927,0.217967609206907,0.83625
"105","b_treatment",-0.553779946602937,0.375041218929273,-1.27809067142448,-0.235646295354937,0.0590975832731643,0.93125
"106","b_treatment",-0.629685356471535,0.434409873294558,-1.4944681019947,-0.264805771742516,0.064482910567759,0.9285
"107","b_treatment",-0.492979652084036,0.355130928751221,-1.18787344272831,-0.195948954512638,0.078414378999574,0.92225
"108","b_treatment",-0.423483364683429,0.346640353480301,-1.10428881919718,-0.13348316955562,0.143040537628521,0.8885
"109","b_treatment",-0.519985252718966,0.363073992909731,-1.23277234766214,-0.216910484313791,0.0839486822267816,0.92025
"11","b_treatment",-0.469205571050969,0.398112823198841,-1.2696159703076,-0.128492731722826,0.171497032425479,0.8845
"110","b_treatment",-0.342539231290774,0.367250939421175,-1.05285292199628,-0.033221219752447,0.26013602121207,0.82025
"111","b_treatment",-0.49201421720551,0.337262107844402,-1.1546078559364,-0.208386669578574,0.0526953698035111,0.92725
"112","b_treatment",-0.54038938372588,0.370187123376115,-1.2680280932812,-0.225980057174205,0.0568062482348179,0.9315
"113","b_treatment",-0.525010445600037,0.362358641878174,-1.23696856651976,-0.219851359309507,0.0784747494653506,0.92825
"114","b_treatment",-0.576361023445933,0.372186906476158,-1.30468299208997,-0.251904755411698,0.0358068246886676,0.939
"115","b_treatment",-0.521617180114816,0.390461845729679,-1.31155924279237,-0.208382259295502,0.114713096386811,0.9145
"116","b_treatment",-0.541299334719618,0.358380277824052,-1.24430711749781,-0.243222576122008,0.0566456230979494,0.93375
"117","b_treatment",-0.458297443230247,0.357097223061804,-1.15997754028366,-0.166347900606699,0.144445937379613,0.899
"118","b_treatment",-0.47838698921792,0.340040789531683,-1.12098705619874,-0.193928350570998,0.0811621448112275,0.91925
"119","b_treatment",-0.539410250013154,0.387287215189276,-1.31436472430147,-0.209979371815685,0.0913988138261679,0.91875
"12","b_treatment",-0.919966675643329,0.454040297351156,-1.85623355087279,-0.548077884143911,-0.195066411756067,0.97975
"120","b_treatment",-0.460836387283322,0.366655126223499,-1.16269669667592,-0.148864095364183,0.132981018363656,0.89675
"121","b_treatment",-0.668127952820407,0.43529965811486,-1.54650433414677,-0.297107590269918,0.0214189537797909,0.943
"122","b_treatment",-0.450974873558284,0.411945528935538,-1.24926549957456,-0.111388746423592,0.232564853716813,0.86475
"123","b_treatment",-0.74486567112862,0.38050679039436,-1.50515304054457,-0.424341895856036,-0.138131093642203,0.981
"124","b_treatment",-0.538726070149038,0.387145280517062,-1.30320545840753,-0.199514782578366,0.0920309499037177,0.91625
"125","b_treatment",-0.524502439717834,0.359072419960171,-1.20905915666552,-0.226940052117246,0.0664136006911201,0.92825
"126","b_treatment",-0.486155978747946,0.368644751353073,-1.20247862502535,-0.182376383102871,0.124060977293109,0.906
"127","b_treatment",-0.591001527904087,0.39331952785941,-1.3495814071869,-0.253838554244886,0.0361421787944948,0.9375
